ID	Label	Text
2808	Definitive	"Soil moisture is a key limiting factor of plant productivity in boreal and montane regions, producing additional climate feedbacks through evaporation, regeneration, mortality, and respiration. Understory solar irradiation – the primary driver of surface temperature and evaporative demand – remains poorly represented in vegetation models due to a lack of 3-D canopy geometry. Existing models are further unable to represent processes lacking sufficient parameterization and/or knowledge, with no land model to date utilizing machine learning (ML) to represent vegetation processes. Here, we developed the first hybrid forest ecosystem model using ML (ML-FEM), a specific case of hybrid AI land model (a concept also invented here). In this approach, ML models are trained and validated with a ground-truth dataset, whether observations or high-fidelity simulations, before being applied to vegetation model parameters for inference, internally or externally to the model. Using this approach, we simulated annual understory global solar irradiation (Iu) across 25.2 Mha in southwestern Canada at 1-ha resolution under historical climate and fire scenarios. In cross-validation, we found that linear and ML regression models performed comparably well in the prediction of angular canopy cover (ACC), due to the linearity of its relationship to predictors (linear R2 = 0.938, RMSE = 0.079; ML R2 = 0.939, RMSE = 0.074). Reduced area burned, increased ignitions, and reduced regeneration potential for recent periods resulted in stable or reduced Iu. This suggests that diminished disturbance may reduce Iu through forest aging, masking latent regeneration decline. Only in the most extreme and unconstrained scenarios did Iu increase. In these experiments, conducted in late 2015, we demonstrated an entirely new class of hybrid models that we anticipated to be of vital importance to understanding and representing pattern-based processes in Earth system models."
3563	Definitive	"The density structure of firn has implications for hydrological and climate modelling, and ice shelf stability. The structure of firn can be evaluated from depth models of seismic velocity, widely obtained with Herglotz-Wiechert Inversion (HWI), an approach that considers the slowness of refracted seismic arrivals. However, HWI is strictly appropriate only for steady-state firn profiles and the inversion accuracy can be compromised where firn contains ice layers. In these cases, Full Waveform Inversion (FWI) may yield more success than HWI. FWI extends HWI capabilities by considering the full seismic waveform and incorporates reflected arrivals. Using synthetic firn density profiles, assuming both steady- and non-steady-state accumulation, we show that FWI outperforms HWI for detecting ice slab boundaries (5-80 m thick, 5-80 m deep) and velocity anomalies within firn. FWI can detect slabs thicker than one wavelength (here, 20 m, assuming a maximum frequency of 60 Hz) but requires the starting velocity model to be accurate to ¬±2.5%. We recommend for field practice that the shallowest layers of velocity models are constrained with ground-truth data. Nonetheless, FWI shows advantages over established methods, and should be considered when the characterisation of firn ice slabs is the goal of the seismic survey."
7284	Evidential	"Globally, droughts are becoming longer, more frequent, and more severe, and their impacts are multidimensional. These impacts typically extend beyond the water balance, as long-term, cumulative changes in the water balance can lead to regime shifts in land cover. Here, we assess the effects of temporal changes in water supply and demand over multiple time scales on vegetation productivity and land cover changes in continental Chile, which has experienced a severe drought since 2010. Across most of continental Chile, we observed a persistent negative trend in water supply and a positive trend in atmospheric water demand since 2000. However, in water-limited ecoregions, we have observed a negative temporal trend in the water demand of vegetation, which intensified over longer time scales. This long-term decrease in water availability and the shift in water demand have led to a decrease in vegetation productivity, especially for the Chilean Matorral and the Valdivian temperate forest ecoregions. We found that this decrease is primarily associated with drought indices associated with soil moisture and actual evapotranspiration at time scales of up to 12 months. Further, our results indicate that drought intensity explains up to 78% of temporal changes in the area of shrublands and 40% of the area of forests across all ecoregions, while the burned area explained 70% of the temporal changes in the area of croplands.  Our results suggest that the impacts of long-term climate change on ecosystems will extend to drought-tolerant vegetation types, necessitating the development of context-specific adaptation strategies for agriculture, biodiversity conservation and natural resource management."
7663	Exploratory	"Sub-Saharan Africa faces severe agricultural data scarcity amidst high food insecurity and a large agricultural yield gap, making crop production data crucial for understanding and enhancing food systems. To address this gap, HarvestStat Africa presents the largest compilation of open-access subnational crop statistics and time-series across Sub-Saharan Africa. Based on agricultural statistics collated by USAID’s Famine Early Warning Systems Network, the subnational crop statistics are standardized and calibrated across changing administrative units to produce consistent and continuous time-series. The dataset includes 546,605 records, primarily spanning from 1980 to 2022, detailing crop production, harvested areas, and yields for 33 countries and 90 crop types, including key cereals in Sub-Saharan Africa such as wheat, maize, rice, sorghum, barley, millet, and fonio. This new dataset enhances our understanding of how climate variability and change influence agricultural production, supports subnational food system analysis, and aids in operational yield forecasting. As an open-source resource, it establishes a precedent for sharing subnational crop statistics to inform decision-making and modeling efforts."
2920	Hypothetical	"Climate change is irreversibly changing the water cycle, yet existing environmental flow assessment methods often fail to recognise the non stationarity of hydro climatic systems. Failure to do so will lead to the inability of environmental water management to achieve its restoration targets. Australia has undergone major reform over the past twelve years to recover water from consumptive use for environmental benefit. This paper examines how government agencies responsible for the planning and delivery of that environmental water establish ecological objectives, whether climate change adaptations are considered important, and if not whether there is a clear rationale or barrier to adaptation. We used semi structured interviews and an online survey of staff involved in environmental water management throughout Australia, with a focus on south east Australia, to gather information on methods and perceptions regarding these key issues. The results show water management staff are aware of the general impacts climate change will have on local areas they are responsible for. However, they do not have the necessary, detailed information about how ecosystems are likely to respond to climate change to plan with confidence. There is also a lack of legislative and policy guidance as to how to deal with the potential inability to meet existing environmental targets. We conclude that environmental water planning needs to more formally incorporate climate change considerations along with modelling approaches that can evaluate outcomes under a range of possible future hydro climatic scenarios. As the industry currently exists in Australia, it is ill prepared for the challenge of meeting legislated ecological targets under future climates."
2440	Exploratory	"Quality infrastructure plays a key role in sustainable development. Achieving a harmonious relationship between humanity and nature requires better measurement, monitoring and management of environmental processes, from local to global scales. Human-caused climate change, biodiversity loss, perturbation of Earth’s biogeochemical cycles, and chemical pollution are global environmental processes where unsustainability has become evident. This report describes issues in the quality infrastructure for these processes."
7174	Hypothetical	"Quantifying and predicting precipitation and water flow and their influences is challenged by the dynamic relationships between and timing of precipitation and water fluxes. To help with these challenges, scientists use ‚Äúwater year‚Äù to examine and predict the impacts of precipitation and relevant extreme climatic and hydrological events on ecosystems. However, traditional water year definitions used in the U.S. lack a consideration of areal variation in climate and hydrology, which is needed when studying ecosystems at regional or national scales. We developed local water year (LWY) values that consider spatial variation using existing definitions whereby the water year begins in the month with the lowest or highest average monthly streamflow. We employed spatial interpolation to assign LWY start and end months to 202 subregions across the conterminous U.S. that range from 4,384 to 134,755 km2. This dataset can be linked with diverse climate, terrestrial, and aquatic data for broad-scale studies."
2360	Evidential	"As a step towards understanding the fundamental drivers of polar climate change, we evaluate contributions to polar warming and its seasonal and hemispheric asymmetries in Coupled Model Intercomparison Project phase 6 (CMIP6) as compared with CMIP5. CMIP6 models broadly capture the observed pattern of surface- and winter-dominated Arctic warming that has outpaced both tropical and Antarctic warming in recent decades. For both CMIP5 and CMIP6, CO2 quadrupling experiments reveal that the lapse-rate and albedo feedbacks contribute most to stronger warming in the Arctic than the tropics or Antarctic. The relative strength of the polar albedo feedback in comparison to the lapse-rate feedback is sensitive to the choice of radiative kernel, and the albedo feedback contributes most to intermodel spread in polar warming at both poles. By separately calculating moist and dry atmospheric heat transport, we show that increased poleward moisture transport is another important driver of Arctic amplification and the largest contributor to projected Antarctic warming. Seasonal ocean heat storage and winter-amplified temperature feedbacks contribute most to the winter peak in warming in the Arctic and a weaker winter peak in the Antarctic. In comparison with CMIP5, stronger polar amplification in CMIP6 results from a larger albedo feedback at both poles, combined with less-negative cloud feedbacks in the Arctic and increased poleward moisture transport in the Antarctic."
2300	Evidential	"High resolution seafloor mapping shows extraordinary evidence that massive (>300m thick) icebergs once drifted >5,000km south along the eastern United States, with over 700 iceberg scours now identified south of Cape Hatteras. Sediment cores collected from several buried scours show multiple plow marks are ~31,000 years old and align with Heinrich Event 3 (H3). An accompanying set of numerical glacial iceberg simulations performed with an eddy permitting ocean model show that the transport of icebergs to these sites only occurs during massive, but short-lived, periods of elevated meltwater discharge. As H3 was associated with only a modest increase in ice-rafting across the subpolar North Atlantic, we propose that meltwater and icebergs were repeatedly routed to the subtropics during this event. Stratigraphy from subbottom data across the scour marks shows there are additional features that are both older and younger, and may align with other periods of elevated meltwater discharge. Finally, the subtropical iceberg-meltwater pathway identified supports a complex relationship between freshwater forcing and climate change given meltwater may initially be routed far to the south of deep-water formation sites."
8322	Evidential	"Historical observations of Earth's climate underpin our knowledge and predictions of climate variability and change. However, the observations are incomplete and uncertain, and existing reanalysis datasets based on these observations are derived separately for each component of the climate system, yielding inconsistencies that limit understanding of coupled climate dynamics. Here we use coupled data assimilation, which synthesizes observational and dynamical constraints across all climate fields simultaneously, to reconstruct globally resolved sea-surface temperature (SST), near-surface air temperature (T), sea-level pressure (SLP), and sea-ice concentration (SIC), over 1850‚Äì2023. We use a Kalman filter and forecasts from an efficient emulator (Linear Inverse Model; LIM) to assimilate observations of SST, land T, marine SLP, and satellite-era SIC. We account for model error by training LIMs on eight CMIP6 models, and we use the LIMs to generate eight independent reanalyses with 200 ensemble members, yielding 1600 total members. Key findings in the Tropics include post-1980 trends in the Walker circulation that are consistent with past variability, whereas the tropical SST contrast (the difference between warmer and colder SSTs) shows a distinct strengthening since 1975. ENSO amplitude exhibits substantial low-frequency variability and a local maximum in variance from 1875‚Äì1910. In polar regions, we find a muted cooling trend in the Southern Ocean post-1980 and substantial uncertainty. Changes in Antarctic sea ice are relatively small between 1850 and 2000, while Arctic sea ice declines by 0.5¬±0.1 (1œÉ) million km¬≤ during the 1920s."
1878	Exploratory	"Mixed carbonate-siliciclastic deposits provide unique insights into hydrodynamic processes that control sedimentation in tidal systems. This study presents sedimentologic an¬¨¬¨d ichnologic data from the upper Miocene¬¨ to lower Pliocene Bouse Formation, which accumulated during regional transgression at the margin of a tidal strait near the north end of the ancestral Gulf of California. The basal carbonate member of the Bouse Formation records deposition in a tide-influenced, compositionally mixed carbonate-siliciclastic system dominated by salt marsh, tidal flat, and channel environments. The basal carbonate member is an overall deepening up succession of facies associations (FA) comprising: FA1 siliciclastic-rich heterolithic facies, lime mudstone with desiccation cracks, and plant debris rich carbonate silt interpreted as siliciclastic-rich tidal flats; FA2 well-sorted gravels, siliciclastic-rich sandy strata, lime mudstone with desiccation cracks, and sandy microbial micrite interpreted as tidal-channel deposits; FA3 carbonate-rich heterolithic lime mudstone to well sorted, crossbedded bioclastic grainstone interpreted as intertidal to shallow subtidal deposits; and FA4 lime mudstone interpreted as shallow to deep subtidal low-energy deposits that record the end of tidal conditions in the basin. Trace fossils include marine forms Gyrolithes, Teichichnus, Thalassinoides, and non-diagnostic forms Arenicolites, Cochlichnus, Conichnus, Lockeia, Planolites, Skolithos, and Treptichnus (known from marine, brackish, and freshwater environments). The diminutive size of trace fossils reflects brackish conditions created by mixing of freshwater and seawater. This study provides evidence for a late Miocene to early Pliocene humid climate in southwestern North America, in stark contrast to the modern hyperarid climate. Factors that controlled the relative percent of mixed carbonate and siliciclastic sediment include siliciclastic input from local rivers, in situ carbonate production, current energy, degree of tidal mixing, and relative sea level. Pronounced facies variability at bedform, outcrop, and basin scale documented in this study appears to be an important characteristic of mixed carbonate-siliciclastic deposits in tidal depositional systems."
5485	Evidential	"Solar and wind power are central to Australia’s renewable energy future, which implies an energy sector vulnerable to weather and climate variability. Alignment of weather systems and the influence of large-scale climate modes of variability risks widespread reductions in solar and wind resources, and could induce grid-wide impacts. We therefore systematically analyse the relationship between compound solar and wind droughts with weather systems and large-scale climate modes of variability over multiple time scales. We find that compound solar and wind droughts occur most frequently in winter, affecting at least five significant energy producing regions simultaneously on 10% of days. The associated weather systems vary by season and by drought type, although widespread cloud cover and anticyclonic circulation patterns are common features. Indices of major climate modes are not strong predictors of grid-wide droughts, and are typically within one standard deviation of the mean during seasons with the most widespread events. However, the spatial imprints of the teleconnections display strong regional variations, with drought frequencies varying by more than ten days per season between positive and negative phases of climate modes in some regions. The spatial variability of these teleconnection patterns suggests that droughts in one region may be offset by increased resource in another. Our work highlights the opportunity for minimising the impact of energy production variability by utilising weather and climate intelligence. Exploiting the spatial variability associated with daily weather systems and the seasonal influence of climate modes could help build a more climate-resilient renewables-dominated energy system."
6282	Evidential	"The current generation of biogeochemical models produce large uncertainty in carbon-climate feedback projections. Structural differences in these models have been identified as a major source of inter-model uncertainties when simulating soil organic carbon (SOC) dynamics worldwide. However, parameterization could also play a role, particularly when common observational data are used to constrain model simulations. Here we demonstrate the critical role of observational data in reducing model-based uncertainty in global estimates of SOC. We applied the PROcess-guided deep learning and DAta-driven modeling (PRODA) approach to constrain both a microbial implicit model based on first-order kinetics (i.e., Community Land Model version 5, CLM5) and a microbial explicit model based on Michaelis-Menten kinetics (i.e., CarbOn cycle and Microbial PArtitioning Soil model, COMPAS) with >50,000 globally distributed SOC vertical profiles. Overall, the two constrained models predicted similar carbon transfer efficiency, baseline decomposition rate, and environmental effects on carbon fluxes. These converged model components contributed to similar SOC patterns simulated by the two structurally different biogeochemical models. Carbon input allocation and vertical transport were less constrained by SOC profile data and require other data sets to constrain. Moreover, after being constrained by SOC observations, the Michaelis constant in COMPAS tends to be much larger than its corresponding substrate concentration in SOC decomposition. Thus, the Michaelis-Menten kinetics in the COMPAS model can be approximated by multiplicative kinetics (i.e., first order with respect to both donor and received pool carbon) in these global scale simulations. Our results highlight the importance of observational data in informing model development and constraining model predictions."
4659	Definitive	"To progress decarbonisation in the United States, numerous techno-economic models have been built projecting climate change mitigation scenarios that include CO2 storage deployment at annual injection rates of 0.3 – 1.7 Gt yr-1 by 2050. However, these projections do not include geological, technical, or socio-economic factors that could impede the growth of geological storage resource use. Here, we apply a growth modelling framework to evaluate CO2 storage scenarios proposed in the Net Zero America, Carbon Neutral Pathways, Long-Term Strategy, and Decarb America reports. Our modelling framework uses logistic curves to analyse the feasibility of growth trajectories under constraints imposed by the associated storage resource availability. We show that the entire storage demand for the US can be accommodated by the resources available in the Gulf Coast alone. Deployment trajectories require sustained average annual (exponential) growth at rates >10% nationally and between 3% - 20% regionally across four storage hubs. These scale-up rates are high relative to those characterising analogous, historical, large-scale energy infrastructure projects in the US (4%), suggesting that modelled projections in current reports are too aggressive in their deployment of CCS. These models could be easily constrained to more realistic deployment trajectories with the type of modelling framework we present here."
4581	Definitive	"We present the Energy Balance Model ‚Äì Kalman Filter (EBM-KF), a hybrid model projecting and assimilating the global mean surface temperature (GMST) and ocean heat content anomaly (OHCA). It combines an annual energy balance model (difference equations) with 17 parameters drawn from the literature and a statistical Extended Kalman Filter assimilating GMST and OHCA, either observed timeseries or simulated by earth system models. Our motivation is to create an efficient and natural estimator of the climate state and its uncertainty, which we believe to be Gaussian at a global scale. We illustrate four applications: 1) EBM-KF generates a similar estimate to the 30-year time-averaged climate state 15 years sooner, or a model-simulated hindcasts‚Äô annual ensemble average, depending on the preparation of volcanic forcing. 2) EBM-KF conveniently assesses annually likelihoods of crossing a policy threshold. For example, based on temperature records up to the end of 2023, p=0.0017 that the climate state was 1.5¬∞C over preindustrial, but there is a 16% likelihood that the GMST in 2023 itself could have been over that threshold. 3) A variant of the EBM-KF also approximates the spread of an entire climate model large ensemble using only one or a few ensemble members. 4) All variants of the EBM-KF are sufficiently fast to allow thorough sampling from non-Gaussian probabilistic futures, e.g., the impact of rare but significant volcanic eruptions. This sampling with the EBM-KF better determines how future volcanism may affect when policy thresholds will be crossed and what an ensemble with thousands of members exploring future intermittent volcanism reveals."
3488	Definitive	"Landscapes created through sediment transport are shaped by the interaction of flow and form. In landscapes where wind is the agent of geomorphic work, this is clear at the small-scale; equilibrium dune morphology is linked to the wind climate and the supply of sediment. At larger scales, this linkage becomes ambiguous because the form of giant dunes and dune fields integrate long histories of varied wind and sand supply. Without a framework to assess aeolian landscape evolution at this scale, the time taken to form and reorganize dune fields has been largely unexplored quantitatively. We show that these timescales can be understood by linking modern wind and topographic datasets for one of the most expansive and morphologically diverse unvegetated dune fields, the Rub’ al Khali. By linking sediment flux to the surface area and slope of dunes, and growth to the divergence in that flux, we fully couple form and flow at the dune field-scale. Our results show quantitatively how dune field formation and reorganization are outpaced by climate change and the implications for stratigraphic interpretation."
2806	Evidential	"While radiative forcing and thus land surface temperatures have been shown to positively correlate with fire severity, precipitation, and lightning strike frequency, the effects of human activity on fire regimes remain difficult to disentangle from geophysical drivers given co-variation between these factors. Here, I analyze fire regimes in the 1919-2012 period across Canada and compare national trends to those of a latitudinal and elevational gradient in a region experiencing exponentially increased anthropogenic activity in recent decades. Located along the Canadian Rocky Mountains, the region is intended to serve as a proxy for future continental conditions under current anthropogenic trajectories. Based on the findings, I argue that, for the first time in millennia, fire regimes in the southern boreal zone have shifted on average from large, lightning-caused fires to frequent, small, human-caused fires adjacent to human transportation corridors. While warming is known to produce more severe fuel conditions, human factors such as frequent fire ignitions, active fire suppression, industrial and recreational activity, and forestry (i.e., stand aging) likely explain the reduction in mean fire size and annual area burned. Here, I provide the first evidence of a southern boreal transition to Anthropocene fire regimes without historical analogue, representing a dramatic departure from the conditions in which these forests evolved. With ~28 Pg carbon stored in Canada’s managed forests and interspecific variation in albedo, these novel fire regimes carry direct implications for the Earth’s climate system."
5146	Evidential	"Large Igneous Provinces (LIPs) have been widely studied over the past decades due to their likely link to mass extinction events. Previous work involving U-Pb zircon dating of the Deccan lava flows indicates that the main phase-2 began 250 Ka before the Cretaceous-Paleogene (K-Pg) mass extinction boundary and continued into the early Danian, suggesting a cause-and-effect relationship. Closer to the eruption centre, intra-volcanic red weathered horizons known as red boles mark quiescent periods between basalt flows. Red boles have increasingly attracted the attention of researchers to understand the prevailing climatic conditions during the Deccan volcanic activity for their ability to yield crucial evidence of environmental changes triggered by volcanic activity using different geochemical proxies such as major elemental composition, bulk rock and clay mineralogy, weathering indices, paleo-precipitation estimates and stable isotope analysis. Our results indicate that red boles are characterized by concentrations of immobile elements such as Al and Fe3+ ions that are typical of paleo-laterites, which develop over short periods of weathering. Identified clay minerals consist mostly of smectite indicative of semi-arid monsoonal conditions. Weathering indices suggest intense weathering most likely linked to increasing acid rains while stable H- and O-isotope compositions suggest increasing paleoclimate instability in parallel to increased eruption rates just before the K-Pg boundary. The multi proxy approach is compatible with a cause-and-effect relationship between the Deccan Trap eruptions and the K-Pg mass extinction."
7788	Hypothetical	"In the eventuality of a major volcanic eruption or nuclear war, particles would accumulate in the stratosphere and reduce sunlight, potentially altering climate conditions severely and decreasing crop yields. Mass starvation could be prevented with the help of resilient foods, such as transforming natural gas into protein, wood into sugar, and relocating crops. One intervention not yet analysed is expanding cropland area by converting other types of land, such as pasture and second-growth forests into land that could be cultivated. We find approximately 515 million hectares would be fit for cropland expansion during a catastrophe. Three land-clearing scenarios were explored: the global-equipment-sharing scenario, in which the area fit for expansion is cleared in 12 months, feeding 39% of the global population by the end of the first year after the catastrophe; the no-equipment-trade scenario, in which 442 million hectares of land are cleared in 7 years, feeding 20% of people by the end of the first year, and the export-pool-equipment-trade scenario, where the supply of extra machinery to a few countries allows for the clearing of 511 million hectares in 7 years, feeding 27% of people by the end of the first year. This project shows the potential to mitigate starvation during catastrophes. By sparing old-growth forests, the impact on biodiversity would be limited and could mitigate desperate humans from hunting species to extinction."
8508	Hypothetical	"Understanding the formation and evolution of fast flowing ice streams is essential to projecting the centennial-scale response of ice sheets to climate forcings. Slow flowing glaciers or stagnant ice streams can slide at low velocities over a bed that is below the bulk melting point of ice, dissipating small amounts of frictional heat. This phenomenon is typically referred to as subtemperate sliding, and it complicates the assumed dichotomy between frozen and thawed beds embedded in many large-scale process-based ice sheet models. In this study, we allow for subtemperate sliding in a simple ice stream box model to investigate frictional heat dissipation at frozen ice-bed interfaces. We find that including subtemperate sliding leads to non-negligible frictional heat dissipation, which can accelerate sliding and lead to runaway acceleration of stagnant ice streams. These results suggest that subtemperate sliding and the associated thermo-frictional feedback occurs in longer timescales characterizing Heinrich events. On shorter, centennial timescales, subtemperate sliding is likely an important physical process to consider in modeling the potential reactivation of stagnant ice streams like Kamb Ice Stream."
1571	Exploratory	"Review of concepts of environmental signal (climate, tectonics, anthropogenic, etc.) propagation in sedimentary systems from source to sink."
3376	Exploratory	"Hotspots are regions of intraplate volcanism or especially strong volcanism along plate boundaries, and many of them are likely caused by underlying mantle plumes – localized hot upwellings from deep inside the Earth. It is still uncertain, whether all plumes or just some of them rise from the lowermost mantle, and to what extent and where they entrain chemically different materials. Also, large uncertainties exist regarding their size. Some plumes (such as Hawaii) create linear hotspot tracks, as the plate moves over them and can therefore serve as reference frames for plate motions, whereas others (such as Iceland) show a more complicated distribution of volcanic rocks due to variable lithosphere thickness and plume-ridge interaction. Plumes may also weaken plate boundaries and hence influence plate motions. They may influence surface features such as ice sheets, and therefore climate, but we are just beginning to study and understand processes jointly involving solid earth, hydrosphere and atmosphere."
1299	Exploratory	"Although the concept of climate is easy to understand, there is not any uncontroversial definition of it. Most definitions fall back to the simple formulation that `climate is the statistics of weather. Recent attempts at a definition called versions of this saying vague. Climate is policy-relevant, and discussions on climate and climate change benefit from clarity on the topic. Beyond the policy relevance a definition should also be valid for scientific purposes and for individual views. It has to account for a general concept and individual instances of climate. Here, I try to highlight why the flexibility and the immediacy of the colloquial definition fit the topic. This defence shifts the lack of a clear definition towards the term `weather and the time-scales separating weather and climate."
5713	Evidential	"Coherent structures are characterized in high-resolution simulations of three atmospheric boundary layers: dry convection, marine cumulus, and stratocumulus. Based on radioactive-decaying tracers emitted at different altitudes (surface, top of well-mixed layer, and cloud top), a object-oriented methodology allows individual characterization of coherent tridimensional plumes within the flow.   Each boundary layer shows updraft structures surrounded by subsiding shells that have similar thermodynamical characteristics. Well-mixed downdrafts are located relatively close to updrafts and entrain dry, warm air from the free troposphere. Identified in all boundary layers, these subsiding structures are triggered by air mass convergence linked to updrafts' divergence and are thus part of an overturning circulation in well-mixed layers. Close to the surface, downdrafts' divergence constrain updrafts' locations and thus shape a mesoscale cellular organisation with cell sizes scaling with the boundary-layer height (aspect ratio of around 2).  Active cumulus formation does not strongly perturb the spatial organisation of the sub-cloud well-mixed layer. The stratocumulus-topped boundary layer also shares similarities with the overturning circulation despite having condensation and cloud-radiation diabatic effects within the mixed layer. However, the visible mesoscale organisation of stratocumulus shows larger cells than the boundary-layer depth (aspect ratio > 10) that suggest deviations from the clear-sky conceptual view. The boundary-layer decoupling influences mass fluxes of coherent structures and thus potentially play a role in shaping the spatial organisation.  Since well-mixed downdrafts contribute to a significant part of resolved flux of heat and moisture, our results suggest that downdraft properties in well mixed layers should be represented at the subgrid scale in climate models through non-local mass-flux parameterizations."
3420	Evidential	"PURPOSE. Bioenergy with carbon dioxide removal (CDR) is increasingly presented as an efficient way to mitigate climate change. This study set out to determine under which circumstances and methodological choices CDR bioenergy systems are preferable over a reference bioenergy system from a climate change mitigation perspective. In addition, the CDR systems investigated were compared to each other. METHODS. Three systems were modelled: two CDR systems (Biochar and Bioenergy with carbon capture and storage (BECCS)), with a combined heat and power (CHP) system as reference. A parametrised life cycle inventory model was developed and computed for all systems and four different functional units (FUs), resulting in distributions of climate impacts. Contribution analysis was performed, as well as a pairwise comparison of all scenarios to establish their ranking. First-order Sobol indices were computed to assess the contribution of each parameter to the variance. Whenever ranking of scenarios was largely dependent on parameter values, decision tree analysis was applied. RESULTS AND DISCUSSION. The CDR systems had a lower climate impact than CHP for most computations, across all FUs. However, when comparing the two CDR systems, the preferable system changed with FU; for heat or carbon sequestration as FU the Biochar system was preferable in general, while for electricity or biomass use as FU, the BECCS system had the lowest climate impact for most computations. For most system configurations, the contribution from energy substitutions were large and contributed to most of the variance in results. Furthermore, the ranking of systems depended on the reference activities of the background energy system. CONCLUSIONS. The results of this study indicate that the Biochar and BECCS systems are in general preferable over the reference CHP system from a climate mitigation perspective, particularly when the reference energy systems have a relatively low climate impact. However, FU and parameters affect the ranking of these three systems. RECOMMENDATIONS. When conducting a comparative LCA study for multifunctional systems, the LCA practitioner should be aware that choice of FU and specific system configurations, including reference activities, could potentially affect the climate impacts of the system, which in turn potentially affects the ranking among systems and conclusions communicated to decision makers. Conducting LCA for several FUs, with parametrised LCI, and contribution analysis, allows for a deeper analysis than traditional sensitivity analyses."
2919	Hypothetical	"Implementing environmental flows has emerged as a major restoration tool for addressing the impacts of hydrologic alteration in large river systems. The ‚Äònatural flow paradigm‚Äô has been a central guiding principle for determining important ecohydrological relationships. Yet, climate change and associated changes in rainfall run off relationships, seasonality of flows, disruptions to food webs and species life cycle cues mean these existing relationships will, in many circumstances, become obsolete. Revised thinking around setting ecological objectives is required to ensure restoration targets are achievable, particularly in regions where water scarcity is predicted to increase. Through this lens ‚Äòclimate ready‚Äô targets are those that are robust to changing water availability or incorporate future adaptation options. Future objective setting should be based around the inclusion of changing climate and water availability, and the associated species and ecosystem vulnerabilities, and expected outcomes under different policy and adaptation options. This paper uses south eastern Australia as a case study region to review the extent to which current water management plans include climate considerations and adaptation in objective setting. Results show untested climate adaptation inclusions, and a general lack of acknowledgement of changing hydrological and ecological conditions in existing management plans.  In response this paper presents a process for setting objectives so they can be considered ‚Äòclimate ready‚Äô."
3501	Evidential	"Understanding sea level during the warmest peak of the Last Interglacial (125,000 yrs ago; Marine Isotope Stage 5e) is important for assessing future ice-sheet dynamics in response to climate change, and relies on the measurement and interpretation of paleo sea-level indicators, corrected for post-depositional vertical land motions. The coasts and continental shelves of northeastern Australia (Queensland) preserve an extensive Last Interglacial record in the facies of coastal strandplains onland and fossil reefs offshore. However, there is a discrepancy (amounting to tens of meters) in the elevation of sea-level indicators between offshore and onshore sites. Here, we assess the influence of geophysical processes that may have changed the elevation of these sea-level indicators since the Last Interglacial. We modeled sea-level change due to: i) dynamic topography; ii) glacial isostatic adjustment, and iii) isostatic adjustment due to coral reef loading, which we term ""reef isostasy"". These processes caused relative sea-level changes on the order of, respectively, 10 m, 5 m, and 0.3 m since the Last Interglacial. Of these geophysical processes, the dynamic topography predictions most closely match the tilting observed between onshore and offshore sea-level markers. However, we found that these combined geophysical processes cannot explain the full amplitude of the observed discrepancy between onshore and offshore sea-level indicators."
2145	Definitive	"Many tropical forestlands are experiencing changes in land-tenure regimes, but how these changes may affect deforestation rates remains ambiguous. Using Brazil’s uniquely comprehensive land-tenure and deforestation data and quasi-experimental methods, we analyzed causal effects of six alternative tenure regimes on deforestation across 49 spatiotemporal scales corresponding to distinct regional-historical contexts. We find that poorly defined public tenure regimes increased deforestation relative to any alternative regime in most contexts. Private tenure often reduced this deforestation, but did so less effectively and less reliably than alternative well-defined regimes, except in remote regions where on-the-ground governance is limited and there are extensive environmental policies. Directly privatizing conservation regimes or indigenous lands, in turn, would most likely increase deforestation. Our cross-scale synthesis informs how conservation, titling, and other tenure-intervention policies may align with climate-change, biodiversity, and broader environmental sustainability goals and are directly relevant to ongoing political debates regarding land privatization/protection in Amazonia."
1792	Definitive	"Reducing methane emissions from the oil and gas sector is a key component of climate policy in the United States. Methane leaks across the supply chain are stochastic and intermittent, with a small number of sites (‘super-emitters’) responsible for a majority of emissions. Thus, cost-effective emissions reduction critically relies on effectively identifying the super-emitters from thousands of well sites and millions of miles of pipelines. Conventional approaches such as walking surveys using optical gas imaging technology are slow and time-consuming. In addition, several variables contribute to the formation of leaks such as infrastructure age, production, weather conditions, and maintenance practices. Here, we develop a machine learning algorithm to predict high-emitting sites that can be prioritized for follow-up repair. Such prioritization can significantly reduce the cost of surveys and increase emissions reductions compared to conventional approaches. Our results show that the algorithm using logistic regression performs the best out of several algorithms. The model achieved a 70% accuracy rate with a 57% recall and a 66% balanced accuracy rate. Compared to the conventional approach, the machine learning model reduced the time to achieve a 50% emissions mitigation target by 42%. Correspondingly, the mitigation cost reduced from $85/t CO2e to $49/t CO2e."
